glyph,certainty,min_x,min_y,max_x,max_y,image_path
Ν,0.13871604907393892,859,1692,977,1796,G_31936_Pap.jpg
Ν,0.13975630546760512,953,1670,1066,1798,G_31936_Pap.jpg
Ν,0.14934898193005203,1043,1652,1166,1807,G_31936_Pap.jpg
Ν,0.12674350850718483,1148,1665,1243,1775,G_31936_Pap.jpg
Ν,0.11154441608438398,1214,1663,1301,1765,G_31936_Pap.jpg
Ν,0.1041712784754005,764,1854,867,1955,G_31936_Pap.jpg
Δ,0.14313427291534417,849,1856,974,1962,G_31936_Pap.jpg
Ν,0.11685516930286732,948,1841,1047,1942,G_31936_Pap.jpg
Ν,0.1311852864839302,1029,1834,1113,1934,G_31936_Pap.jpg
Ι,0.21238574775434566,1098,1830,1169,1932,G_31936_Pap.jpg
Ϲ,0.20221780790232627,1183,1828,1277,1933,G_31936_Pap.jpg
Ϲ,0.19498464597663803,1195,1995,1301,2109,G_31936_Pap.jpg
Ν,0.12166663180071961,855,2017,966,2129,G_31936_Pap.jpg
Ν,0.13517310196200824,945,2014,1047,2116,G_31936_Pap.jpg
Ο,0.6435978667812609,1033,2015,1139,2114,G_31936_Pap.jpg
Ν,0.11966060809300695,828,2202,943,2316,G_31936_Pap.jpg
Ν,0.12693994601163752,936,2181,1047,2310,G_31936_Pap.jpg
Μ,0.22785277128934842,1026,2167,1196,2299,G_31936_Pap.jpg
Κ,0.26875871995939765,1175,2151,1295,2284,G_31936_Pap.jpg
Μ,0.18078017799371923,1088,2335,1176,2443,G_31936_Pap.jpg
Ν,0.09074998662230144,1164,2322,1279,2442,G_31936_Pap.jpg
Ν,0.12497151804848755,746,2358,828,2452,G_31936_Pap.jpg
Δ,0.10196299236067104,830,2359,940,2456,G_31936_Pap.jpg
Ν,0.11187957376653652,926,2352,1029,2450,G_31936_Pap.jpg
Ν,0.11319258027610996,1057,2499,1131,2595,G_31936_Pap.jpg
Ϲ,0.39121293906420146,1128,2495,1214,2594,G_31936_Pap.jpg
Ρ,0.8717298937373466,1203,2491,1286,2597,G_31936_Pap.jpg
Ν,0.10145415234298558,719,2524,809,2612,G_31936_Pap.jpg
Ϲ,0.11471262911230114,810,2514,900,2605,G_31936_Pap.jpg
Φ,0.9022708329083896,4439,972,4599,1164,MS._Gr._class._d._41_(P)r.jpg
Ι,0.3304867168551741,4569,998,4647,1152,MS._Gr._class._d._41_(P)r.jpg
Μ,0.5142562360726767,3588,990,3744,1196,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.392938793848695,3720,1033,3852,1175,MS._Gr._class._d._41_(P)r.jpg
Α,0.3139153770101338,3305,991,3456,1170,MS._Gr._class._d._41_(P)r.jpg
Β,0.23247872009258091,3398,1002,3542,1155,MS._Gr._class._d._41_(P)r.jpg
Ν,0.10015367837646841,3320,1526,3441,1609,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11587903503253558,3447,1524,3582,1617,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1276170126228554,3295,1619,3378,1712,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1615160621855593,3361,1620,3430,1711,MS._Gr._class._d._41_(P)r.jpg
Α,0.5913518344129849,3404,1625,3525,1721,MS._Gr._class._d._41_(P)r.jpg
Ν,0.6389539948847484,3500,1639,3608,1717,MS._Gr._class._d._41_(P)r.jpg
Ω,0.9599057843224599,3595,1647,3710,1728,MS._Gr._class._d._41_(P)r.jpg
Ν,0.626978586972355,3697,1656,3797,1747,MS._Gr._class._d._41_(P)r.jpg
Α,0.12267382033006932,3775,1664,3875,1754,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1510707756703422,3820,1669,3938,1755,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13249709298656132,3925,1680,4031,1758,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1670254663852206,3996,1685,4131,1770,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15443566851689933,4070,1690,4200,1767,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13929043284351625,4155,1698,4298,1777,MS._Gr._class._d._41_(P)r.jpg
Ν,0.12963554606217745,4243,1699,4306,1773,MS._Gr._class._d._41_(P)r.jpg
Ω,0.269255195326192,4291,1707,4415,1785,MS._Gr._class._d._41_(P)r.jpg
Ν,0.49052334570098194,4396,1707,4498,1792,MS._Gr._class._d._41_(P)r.jpg
Α,0.1472402248911349,4460,1713,4528,1797,MS._Gr._class._d._41_(P)r.jpg
Δ,0.1764342977601571,4503,1712,4633,1804,MS._Gr._class._d._41_(P)r.jpg
Ν,0.10605160285134003,4597,1730,4697,1821,MS._Gr._class._d._41_(P)r.jpg
Τ,0.14318601418454435,4680,1752,4774,1830,MS._Gr._class._d._41_(P)r.jpg
Ε,0.09759012779290019,4779,1761,4873,1815,MS._Gr._class._d._41_(P)r.jpg
Μ,0.5567472770011758,3312,1720,3420,1814,MS._Gr._class._d._41_(P)r.jpg
Ω,0.970832437232145,3407,1739,3534,1826,MS._Gr._class._d._41_(P)r.jpg
Ν,0.17832568281471586,3508,1737,3580,1822,MS._Gr._class._d._41_(P)r.jpg
Δ,0.12544910663979447,3557,1740,3624,1826,MS._Gr._class._d._41_(P)r.jpg
Ι,0.11387781726522875,3606,1747,3687,1836,MS._Gr._class._d._41_(P)r.jpg
Ι,0.11334360999549603,3653,1754,3798,1844,MS._Gr._class._d._41_(P)r.jpg
Δ,0.1529729799770202,5009,1726,5084,1807,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.27476453442187754,5079,1733,5157,1813,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1851324021375904,5144,1728,5184,1833,MS._Gr._class._d._41_(P)r.jpg
Α,0.2615834337266824,5168,1734,5267,1815,MS._Gr._class._d._41_(P)r.jpg
Ν,0.3164786355325692,5256,1737,5393,1826,MS._Gr._class._d._41_(P)r.jpg
Ο,0.7416072217500133,5375,1744,5474,1836,MS._Gr._class._d._41_(P)r.jpg
Ν,0.25365888153449506,5457,1744,5564,1844,MS._Gr._class._d._41_(P)r.jpg
Μ,0.29234208428618824,5543,1748,5643,1851,MS._Gr._class._d._41_(P)r.jpg
Α,0.15456029403356428,5625,1760,5786,1872,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.31415010804954174,6211,1786,6306,1882,MS._Gr._class._d._41_(P)r.jpg
Χ,0.2879764459685292,6282,1791,6396,1885,MS._Gr._class._d._41_(P)r.jpg
Δ,0.516175721683357,3982,1788,4078,1856,MS._Gr._class._d._41_(P)r.jpg
Ε,0.13631025146799147,4056,1789,4193,1849,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11334389525522315,4268,1797,4387,1861,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.19130382664409834,4366,1811,4476,1888,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15668029224427468,4450,1824,4537,1897,MS._Gr._class._d._41_(P)r.jpg
Ν,0.12012302100024322,4525,1798,4642,1929,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1643837345423426,4615,1827,4728,1933,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.18460115353411435,4715,1845,4809,1941,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1686501388915058,4792,1861,4886,1959,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11968306912814997,4868,1880,4960,1971,MS._Gr._class._d._41_(P)r.jpg
Ν,0.111716818408473,4944,1902,5020,1976,MS._Gr._class._d._41_(P)r.jpg
Ν,0.21931156883271039,4848,1810,4937,1882,MS._Gr._class._d._41_(P)r.jpg
Δ,0.10873146510914301,4922,1822,5012,1893,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14668927773667959,4999,1825,5081,1898,MS._Gr._class._d._41_(P)r.jpg
Ν,0.17353504807930153,5067,1834,5141,1906,MS._Gr._class._d._41_(P)r.jpg
Ν,0.17822346377222636,5126,1834,5220,1922,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1496514907959793,5207,1839,5280,1925,MS._Gr._class._d._41_(P)r.jpg
Ω,0.9829523212255546,5262,1848,5376,1935,MS._Gr._class._d._41_(P)r.jpg
Ν,0.9126252563843337,5361,1858,5484,1948,MS._Gr._class._d._41_(P)r.jpg
Ν,0.20283765843206153,3333,1832,3435,1925,MS._Gr._class._d._41_(P)r.jpg
Ο,0.4634102620764267,3419,1857,3519,1946,MS._Gr._class._d._41_(P)r.jpg
Ν,0.3365199074594324,3498,1869,3624,1960,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1540068574531959,3586,1881,3684,1970,MS._Gr._class._d._41_(P)r.jpg
Ο,0.6709740849065952,3655,1893,3784,1992,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.22499144480729277,3763,1914,3876,2017,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14422272510282305,3798,1927,3996,2040,MS._Gr._class._d._41_(P)r.jpg
Τ,0.18019239456819328,3938,1970,4073,2049,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1308185723349298,4059,1986,4184,2051,MS._Gr._class._d._41_(P)r.jpg
Ν,0.12000326444843448,4198,2001,4310,2076,MS._Gr._class._d._41_(P)r.jpg
Ο,0.13093705288579005,4289,2016,4388,2083,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14541254563715683,4380,2015,4488,2085,MS._Gr._class._d._41_(P)r.jpg
Λ,0.5496755083435261,4473,2000,4572,2087,MS._Gr._class._d._41_(P)r.jpg
Α,0.24676137098395892,4557,2009,4648,2094,MS._Gr._class._d._41_(P)r.jpg
Ε,0.21311862726842232,4634,2023,4701,2101,MS._Gr._class._d._41_(P)r.jpg
Ι,0.13115295685141537,4713,2041,4819,2122,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.1134928186100268,4809,2044,4900,2122,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13895593475247073,4884,2031,4987,2126,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11864625633948404,4960,2037,5070,2141,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1610732905496296,5047,2041,5122,2138,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14546738082647281,5087,2045,5215,2151,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1366065749687862,5192,2064,5297,2159,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15078607718933618,5271,2074,5362,2166,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14165275923320747,5341,2078,5412,2176,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1567955877589897,5391,2079,5474,2177,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14010727829963307,5452,2095,5569,2194,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.3314792417513308,5521,2110,5604,2199,MS._Gr._class._d._41_(P)r.jpg
Ν,0.17828370705416166,5582,2115,5660,2203,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14012802830069757,5645,2121,5727,2208,MS._Gr._class._d._41_(P)r.jpg
Ι,0.11546650621859787,5710,2129,5788,2221,MS._Gr._class._d._41_(P)r.jpg
Ν,0.12734568849605934,6430,1840,6503,1923,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15756086836512811,6494,1840,6555,1916,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15549406531198517,6545,1838,6639,1922,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1668123185881163,6614,1837,6706,1927,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14171525270491195,6671,1838,6770,1930,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1389998998198922,6753,1842,6873,1940,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13574889678800925,6832,1853,6937,1951,MS._Gr._class._d._41_(P)r.jpg
Ο,0.22254823832459114,6196,1900,6308,1986,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.15203058108295714,6289,1905,6388,1985,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.12717945048038223,6370,1913,6468,1994,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11320007281166754,6449,1931,6549,2020,MS._Gr._class._d._41_(P)r.jpg
Δ,0.16903319155091104,3314,1942,3447,2040,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13471108411849822,3427,1958,3559,2062,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15574799313088422,3535,1974,3623,2074,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13062812019971096,3601,1988,3705,2084,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14703627502836258,3686,2006,3813,2104,MS._Gr._class._d._41_(P)r.jpg
Τ,0.16576359113853215,3799,2042,3873,2126,MS._Gr._class._d._41_(P)r.jpg
Ε,0.13536739798354505,3846,2062,3957,2139,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13511311815612143,3915,2077,4027,2147,MS._Gr._class._d._41_(P)r.jpg
Ν,0.09836369835673854,4000,2097,4129,2158,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.11446649522672453,4105,2104,4234,2165,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.4138617753050476,4195,2102,4316,2172,MS._Gr._class._d._41_(P)r.jpg
Ι,0.16853112890201438,4300,2107,4387,2186,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.18135820565049962,4339,2109,4439,2190,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1255454245341359,4424,2112,4510,2193,MS._Gr._class._d._41_(P)r.jpg
Ν,0.18983472933530343,4496,2117,4595,2198,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14688754483159516,4556,2120,4686,2207,MS._Gr._class._d._41_(P)r.jpg
Ν,0.18010268444455305,4680,2133,4798,2218,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13441839518916693,4781,2142,4884,2225,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15829566175875598,4867,2142,4949,2238,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1652447825240207,4923,2150,5024,2253,MS._Gr._class._d._41_(P)r.jpg
Ν,0.18768345163612948,4997,2165,5090,2255,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15761750286909507,5067,2175,5147,2261,MS._Gr._class._d._41_(P)r.jpg
Ν,0.17261237813122687,5128,2178,5195,2262,MS._Gr._class._d._41_(P)r.jpg
Δ,0.42032738797554636,5174,2178,5298,2273,MS._Gr._class._d._41_(P)r.jpg
Ν,0.12057216952131747,5273,2198,5365,2277,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1283564680159938,5347,2201,5454,2290,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11381890322885367,5438,2208,5531,2294,MS._Gr._class._d._41_(P)r.jpg
Δ,0.41787580535620483,5515,2216,5626,2306,MS._Gr._class._d._41_(P)r.jpg
Α,0.11209472068349596,5602,2229,5684,2313,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1570719570070856,5664,2233,5714,2321,MS._Gr._class._d._41_(P)r.jpg
Η,0.2793703694139871,5695,2231,5805,2332,MS._Gr._class._d._41_(P)r.jpg
Ν,0.10797684403461028,5795,2244,5891,2331,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.14994549343210953,5872,2250,5981,2339,MS._Gr._class._d._41_(P)r.jpg
Δ,0.12062732200315424,6719,1944,6825,2041,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.25560877099748314,6804,1951,6919,2049,MS._Gr._class._d._41_(P)r.jpg
Ε,0.4725049906207259,6195,1997,6306,2087,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13715671284451314,6290,2001,6399,2092,MS._Gr._class._d._41_(P)r.jpg
Ν,0.10453231934609365,6402,2007,6533,2100,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11660390294981345,6516,1979,6662,2124,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11024677469025575,6726,2047,6841,2173,MS._Gr._class._d._41_(P)r.jpg
Ν,0.12145905494446171,6818,2061,6916,2164,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1183705734780689,3276,2053,3349,2144,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14992696082884274,3335,2062,3427,2143,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1624844199550826,3398,2063,3513,2156,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.11814359741949038,3485,2075,3608,2170,MS._Gr._class._d._41_(P)r.jpg
Ο,0.3220957272295205,3591,2096,3685,2177,MS._Gr._class._d._41_(P)r.jpg
Μ,0.3875577483033677,3666,2104,3773,2197,MS._Gr._class._d._41_(P)r.jpg
Ι,0.1166807510337104,3752,2119,3866,2214,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15023291883813622,3798,2132,3940,2221,MS._Gr._class._d._41_(P)r.jpg
Ι,0.11163397391440047,3901,2155,4028,2239,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1665687156053548,4004,2170,4095,2245,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13873299543815099,4067,2177,4201,2266,MS._Gr._class._d._41_(P)r.jpg
Δ,0.14905663468313077,4166,2185,4276,2276,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13603820208953163,4253,2196,4358,2286,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1349417334212518,4330,2209,4463,2300,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15378553034272446,4440,2225,4530,2302,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14157578239658516,4515,2224,4644,2318,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1612886248564766,4622,2233,4723,2325,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15750253682846516,4691,2239,4758,2327,MS._Gr._class._d._41_(P)r.jpg
Ν,0.17121188477841826,4743,2245,4871,2345,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1885315865433995,4849,2267,4946,2355,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14164903967822656,4926,2278,4985,2361,MS._Gr._class._d._41_(P)r.jpg
Α,0.12467644626468621,4970,2282,5083,2370,MS._Gr._class._d._41_(P)r.jpg
Ν,0.18063933172105956,5030,2284,5089,2372,MS._Gr._class._d._41_(P)r.jpg
Α,0.47751930633971407,5067,2290,5188,2389,MS._Gr._class._d._41_(P)r.jpg
Ο,0.14925154797975895,5155,2302,5276,2389,MS._Gr._class._d._41_(P)r.jpg
Ν,0.9741316279212606,5256,2305,5365,2390,MS._Gr._class._d._41_(P)r.jpg
Ο,0.40334362009631464,6177,2099,6285,2187,MS._Gr._class._d._41_(P)r.jpg
Δ,0.15437812208015184,6270,2110,6404,2200,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.311782419006059,6412,2122,6522,2216,MS._Gr._class._d._41_(P)r.jpg
Δ,0.2555348764010528,6493,2126,6618,2223,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1014612063638368,6591,2137,6715,2230,MS._Gr._class._d._41_(P)r.jpg
Ι,0.11987093105111425,6684,2151,6817,2257,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14131944169543126,6799,2177,6897,2275,MS._Gr._class._d._41_(P)r.jpg
Ε,0.20884080638188396,3409,2184,3495,2266,MS._Gr._class._d._41_(P)r.jpg
Χ,0.42083985807782687,3479,2187,3591,2272,MS._Gr._class._d._41_(P)r.jpg
Ο,0.2550342181274794,3574,2199,3677,2296,MS._Gr._class._d._41_(P)r.jpg
Ν,0.19153989115906647,3682,2225,3802,2319,MS._Gr._class._d._41_(P)r.jpg
Ω,0.14274213263700428,3791,2263,3908,2347,MS._Gr._class._d._41_(P)r.jpg
Ω,0.4144321714644549,6174,2206,6307,2295,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14115562504639462,6290,2216,6423,2304,MS._Gr._class._d._41_(P)r.jpg
Α,0.4276636450262574,6398,2226,6513,2320,MS._Gr._class._d._41_(P)r.jpg
Δ,0.13671373685612487,6488,2239,6600,2326,MS._Gr._class._d._41_(P)r.jpg
Ι,0.12011844522210571,6581,2250,6674,2332,MS._Gr._class._d._41_(P)r.jpg
Ν,0.10841255650360816,6660,2260,6786,2354,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15866881758553508,6771,2277,6860,2373,MS._Gr._class._d._41_(P)r.jpg
Κ,0.3587886147657829,6127,2304,6271,2410,MS._Gr._class._d._41_(P)r.jpg
Α,0.16017154970569272,6253,2326,6387,2416,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15958634061537738,6370,2334,6508,2424,MS._Gr._class._d._41_(P)r.jpg
Ν,0.16093936073431303,6495,2337,6625,2440,MS._Gr._class._d._41_(P)r.jpg
Ο,0.14956711122007485,6604,2347,6703,2442,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.12842857696265547,6688,2365,6804,2454,MS._Gr._class._d._41_(P)r.jpg
Ε,0.10666623925782803,4026,2306,4156,2393,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11660805207936491,4285,2309,4375,2403,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1640943844714147,4345,2316,4463,2408,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.1743852417624869,4444,2327,4557,2408,MS._Gr._class._d._41_(P)r.jpg
Ν,0.18001072784882993,4539,2333,4645,2420,MS._Gr._class._d._41_(P)r.jpg
Ν,0.16972082879730538,4631,2342,4747,2446,MS._Gr._class._d._41_(P)r.jpg
Ν,0.17467826019242894,4732,2354,4833,2451,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1650587646617399,4820,2373,4923,2457,MS._Gr._class._d._41_(P)r.jpg
Ι,0.12427508563803423,4908,2378,5025,2471,MS._Gr._class._d._41_(P)r.jpg
Ν,0.12893486983571317,5001,2390,5098,2478,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15365746976182681,5063,2395,5148,2486,MS._Gr._class._d._41_(P)r.jpg
Δ,0.23844212261804199,5127,2402,5263,2500,MS._Gr._class._d._41_(P)r.jpg
Υ,0.6759037166815913,5248,2413,5349,2509,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1729656164644256,5323,2426,5440,2523,MS._Gr._class._d._41_(P)r.jpg
Ο,0.2667081070442,5415,2440,5500,2522,MS._Gr._class._d._41_(P)r.jpg
Ν,0.16486260899170357,5479,2444,5588,2530,MS._Gr._class._d._41_(P)r.jpg
Ν,0.144153554376657,5568,2456,5657,2534,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13846934009129555,5644,2468,5742,2547,MS._Gr._class._d._41_(P)r.jpg
Ν,0.29851798680941793,5727,2469,5830,2559,MS._Gr._class._d._41_(P)r.jpg
Ο,0.509620200852995,6115,2420,6224,2519,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.1849843751609853,6202,2427,6335,2525,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.5442333130631019,6334,2445,6436,2535,MS._Gr._class._d._41_(P)r.jpg
Κ,0.9477161030914488,6409,2450,6536,2541,MS._Gr._class._d._41_(P)r.jpg
Ε,0.16878568364541258,6513,2466,6615,2551,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11934226848077001,6594,2470,6681,2559,MS._Gr._class._d._41_(P)r.jpg
Ω,0.3889314036208108,6663,2480,6785,2563,MS._Gr._class._d._41_(P)r.jpg
Μ,0.14850162748531887,6771,2475,6859,2564,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.134085304330393,4147,2454,4254,2527,MS._Gr._class._d._41_(P)r.jpg
Δ,0.21162219118354572,4237,2457,4328,2528,MS._Gr._class._d._41_(P)r.jpg
Τ,0.2050800875272815,4311,2462,4432,2539,MS._Gr._class._d._41_(P)r.jpg
Ο,0.11065656524131257,4415,2458,4530,2540,MS._Gr._class._d._41_(P)r.jpg
Ν,0.18529722662097284,4516,2463,4616,2546,MS._Gr._class._d._41_(P)r.jpg
Ν,0.19401138038749538,4597,2474,4686,2554,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15154488652414447,4665,2479,4756,2566,MS._Gr._class._d._41_(P)r.jpg
Ν,0.16266043150686305,4740,2488,4811,2564,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15631393932245954,4798,2493,4874,2569,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1581814283385816,4858,2495,4956,2572,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1257081829236428,4921,2499,5042,2578,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.341266581171726,5029,2504,5142,2593,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14547841062330394,5118,2513,5241,2604,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13037847040292752,5215,2530,5316,2616,MS._Gr._class._d._41_(P)r.jpg
Ι,0.14557041739305104,5294,2540,5409,2625,MS._Gr._class._d._41_(P)r.jpg
Ν,0.13574289524384706,5391,2547,5524,2642,MS._Gr._class._d._41_(P)r.jpg
Μ,0.14443542641894974,5497,2558,5600,2647,MS._Gr._class._d._41_(P)r.jpg
Ω,0.8957118293313466,5592,2576,5714,2654,MS._Gr._class._d._41_(P)r.jpg
Ν,0.6652384250229242,5700,2574,5816,2659,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11303349433695294,6089,2540,6217,2628,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11192878090392508,6206,2550,6366,2644,MS._Gr._class._d._41_(P)r.jpg
Ν,0.16031191378478277,6343,2565,6430,2647,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15835223105167584,6407,2567,6538,2656,MS._Gr._class._d._41_(P)r.jpg
Λ,0.19894519006052472,6523,2577,6642,2666,MS._Gr._class._d._41_(P)r.jpg
Α,0.8174436124615344,6620,2583,6748,2678,MS._Gr._class._d._41_(P)r.jpg
Τ,0.2583940859877346,6726,2586,6835,2679,MS._Gr._class._d._41_(P)r.jpg
Δ,0.123868931151056,4021,2567,4096,2633,MS._Gr._class._d._41_(P)r.jpg
Ν,0.12803265816262144,4084,2553,4162,2631,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14058754941560217,4142,2552,4240,2631,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1344659787305715,4218,2555,4337,2640,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14766858018614143,4316,2559,4425,2642,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15822765642858794,4407,2570,4477,2655,MS._Gr._class._d._41_(P)r.jpg
Ν,0.16760624904106172,4458,2573,4557,2657,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1591168488815137,4507,2578,4624,2661,MS._Gr._class._d._41_(P)r.jpg
Ν,0.17925345787345695,4608,2579,4677,2667,MS._Gr._class._d._41_(P)r.jpg
Ν,0.16735363827621125,4659,2583,4763,2678,MS._Gr._class._d._41_(P)r.jpg
Ν,0.15407011374301163,4744,2594,4860,2686,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.1497637541946794,4845,2604,4950,2688,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.2656355018084569,4935,2614,5023,2694,MS._Gr._class._d._41_(P)r.jpg
Ν,0.3640172384312062,5002,2616,5106,2703,MS._Gr._class._d._41_(P)r.jpg
Ο,0.556174678738195,5091,2630,5182,2710,MS._Gr._class._d._41_(P)r.jpg
Ϲ,0.5785005141990419,5169,2635,5253,2708,MS._Gr._class._d._41_(P)r.jpg
Ν,0.38392654335573273,5232,2639,5316,2713,MS._Gr._class._d._41_(P)r.jpg
Ε,0.1052851095127879,5300,2649,5438,2736,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11795866658940411,5391,2658,5483,2734,MS._Gr._class._d._41_(P)r.jpg
Ν,0.11942773863896616,6088,2634,6197,2734,MS._Gr._class._d._41_(P)r.jpg
Ν,0.14120198601517026,6182,2650,6244,2739,MS._Gr._class._d._41_(P)r.jpg
Ν,0.1164174021052299,6228,2657,6344,2751,MS._Gr._class._d._41_(P)r.jpg
Ν,0.16393661709412843,6326,2668,6414,2756,MS._Gr._class._d._41_(P)r.jpg
